Engine Rotation Speed,Engine Temperature,Engine Vibration,Noise,Risk
20141.64,592.23,1.38,127.63,0
20658.0,973.84,1.14,130.48,1
20366.41,561.77,1.51,132.44,0
26513.59,948.87,3.67,138.38,1
20209.2,642.05,1.4,122.48,0
20041.67,590.0,3.9,135.4,1
20428.37,611.94,1.32,127.87,0
27026.53,975.96,3.36,148.39,1
19231.21,595.65,1.07,130.57,0
20441.55,597.66,1.15,145.97,0
19756.4,589.44,0.97,123.52,0
26832.02,775.54,2.38,139.29,0
29110.16,818.19,2.44,134.73,0
28085.22,821.81,2.67,131.93,0
20001.57,636.9,1.49,123.0,0
28215.42,807.1,2.73,137.69,0
20621.7,636.84,1.1,121.03,0
19834.38,608.38,3.49,140.19,1
27595.55,945.59,2.83,133.0,1
19809.38,983.79,1.58,136.48,1
20439.33,1030.46,1.8,131.08,1
28141.61,771.23,2.7,138.58,0
19938.43,618.08,1.07,140.27,0
28360.11,815.63,2.32,137.14,0
19754.6,566.07,3.96,129.63,1
20428.58,1035.74,0.36,132.17,1
20802.17,591.45,1.24,124.57,0
27229.78,811.59,2.39,133.9,0
20585.56,603.23,3.62,128.87,1
26409.01,979.88,3.29,140.62,1
28115.27,776.76,3.14,142.2,0
19962.06,549.46,1.26,129.82,0
19196.7,615.16,3.65,142.03,1
19355.16,637.61,3.77,126.02,1
27131.88,933.24,3.64,137.28,1
20054.7,621.77,1.34,131.12,0
19846.21,570.97,4.17,129.19,1
27796.48,993.96,3.23,140.35,1
28180.95,763.33,1.95,130.9,0
19476.94,614.2,1.29,134.79,0
27184.51,953.73,3.78,143.88,1
28063.39,822.6,2.1,144.24,0
20310.79,588.91,1.31,129.85,0
20913.32,612.52,4.35,133.77,1
18961.09,590.39,1.69,131.8,0
19231.49,665.53,3.71,134.19,1
19662.41,595.66,0.96,128.46,0
20294.22,613.13,3.83,127.45,1
20600.61,587.76,0.59,124.96,0
27244.59,914.61,3.49,141.98,1
26149.69,927.96,3.44,143.33,1
19950.71,600.57,1.41,131.17,0
20214.41,620.79,1.25,128.16,0
28051.48,781.2,2.17,141.01,0
27052.64,954.52,3.05,144.98,1
19351.14,946.14,1.5,122.43,1
28044.68,829.54,2.68,133.2,0
20726.06,600.42,1.02,128.5,0
27664.9,899.73,3.26,148.39,1
19620.43,604.51,1.3,139.38,0
20448.25,907.79,1.56,132.61,1
21028.27,566.07,1.34,125.37,0
19456.68,603.08,4.19,139.6,1
20672.34,619.54,4.14,138.08,1
20499.01,513.11,1.83,129.3,0
20431.27,549.15,1.45,134.09,0
20806.86,613.61,1.13,134.82,0
19977.24,587.27,1.03,131.65,0
20672.56,581.94,4.21,135.81,1
21351.51,593.08,1.53,137.21,0
27009.8,925.93,3.67,142.3,1
27096.72,989.3,3.48,139.08,1
27267.65,833.99,2.65,138.96,0
20178.83,601.94,1.47,130.36,0
19284.41,932.3,1.13,122.41,1
19672.16,592.93,0.92,135.6,0
19323.12,622.03,0.58,128.82,0
19580.67,579.57,4.2,140.21,1
27647.82,806.15,2.22,142.58,0
20458.89,1026.3,1.01,133.97,1
20136.81,971.98,1.52,128.96,1
28604.68,780.01,2.36,146.56,0
20185.43,960.26,0.91,131.18,1
20449.18,633.74,1.05,133.42,0
19670.76,605.22,3.75,135.09,1
28358.22,834.67,1.51,134.24,0
20174.83,553.06,1.23,128.68,0
20657.75,606.31,1.15,142.5,0
19585.85,993.61,1.34,131.05,1
26598.86,934.86,3.26,136.34,1
20253.12,643.42,1.37,124.75,0
20133.53,626.69,1.22,135.33,0
20409.69,612.72,0.91,127.31,0
26545.75,968.12,3.01,141.73,1
28312.64,800.91,2.97,142.73,0
20597.52,554.3,1.03,131.89,0
20789.72,581.65,1.54,129.23,0
20285.31,629.05,1.1,126.94,0
19591.0,603.69,3.83,131.92,1
27008.06,954.3,3.35,135.37,1
20586.14,597.2,3.88,135.65,1
20796.59,584.66,0.9,129.37,0
20037.79,631.47,1.19,133.88,0
27118.91,964.39,3.37,141.16,1
19343.24,601.19,4.05,135.64,1
27666.31,810.8,2.63,135.41,0
29120.31,775.62,2.25,129.78,0
27759.98,885.93,3.73,135.8,1
20483.07,614.74,3.66,147.24,1
19975.27,620.24,0.86,131.91,0
27520.03,919.43,3.43,135.3,1
19155.75,566.4,1.4,133.02,0
27498.53,983.82,3.16,135.88,1
20246.44,625.01,1.02,135.83,0
19410.91,1002.99,1.53,133.78,1
26173.88,979.01,3.66,142.25,1
19987.88,636.07,0.87,114.12,0
28048.43,855.36,2.81,130.39,0
20754.57,618.17,1.35,127.85,0
19972.04,610.14,1.47,130.02,0
19183.99,572.85,0.66,128.63,0
20428.83,595.2,1.19,124.99,0
19048.12,975.51,1.21,136.11,1
19503.21,604.08,1.23,124.65,0
19572.26,981.79,0.88,127.62,1
19147.69,987.51,1.45,134.73,1
21030.37,652.66,1.13,134.86,0
20181.27,1024.88,1.25,123.28,1
27842.75,806.95,2.27,142.38,0
20293.43,665.71,0.9,127.17,0
27111.96,891.6,3.16,147.7,1
19942.68,607.93,1.15,123.68,0
26571.86,791.32,2.78,129.7,0
26893.96,966.27,3.4,140.01,1
20010.01,622.61,4.24,137.21,1
19659.99,606.97,1.29,126.43,0
19813.9,632.66,1.77,137.72,0
19762.26,580.09,3.93,132.83,1
20691.57,969.6,1.25,131.47,1
27482.66,971.13,4.06,137.91,1
19026.33,629.35,0.96,134.28,0
20052.95,617.53,1.79,122.18,0
20684.85,567.42,1.58,134.73,0
20220.25,987.75,1.53,134.85,1
28962.47,790.75,2.49,142.16,0
19818.78,566.41,0.81,135.8,0
20580.04,640.85,3.82,135.38,1
20420.37,606.23,0.81,127.34,0
27671.09,891.98,3.51,143.12,1
27472.49,778.39,3.25,135.68,0
26958.65,984.09,3.61,146.67,1
19699.81,604.19,1.22,134.84,0
20124.69,647.32,1.17,131.4,0
29235.97,799.06,2.44,139.33,0
20321.36,639.87,1.26,133.55,0
19800.05,577.64,1.17,133.06,0
27432.49,814.83,2.54,134.37,0
20352.25,623.67,1.23,137.05,0
20305.11,604.71,1.02,131.12,0
20089.81,640.35,1.31,127.51,0
20222.39,575.23,1.24,131.82,0
19808.29,590.17,3.78,138.84,1
27798.98,822.36,2.94,121.97,0
28221.95,836.63,2.46,128.06,0
19751.48,961.41,1.31,124.13,1
20316.29,562.71,3.32,130.11,1
18947.63,661.27,1.25,131.99,0
20231.86,564.97,3.96,145.09,1
27783.24,816.79,2.33,138.34,0
18923.21,996.73,1.3,130.67,1
19772.73,593.44,1.17,129.6,0
27905.41,795.31,2.43,131.86,0
28008.31,826.52,2.98,126.57,0
19241.41,622.52,1.08,124.35,0
19688.68,605.84,0.98,123.4,0
20047.51,651.85,4.12,136.21,1
20723.49,605.9,1.51,122.57,0
20199.84,580.46,1.04,132.93,0
28373.53,760.36,3.43,135.14,0
28578.71,834.48,2.7,129.35,0
28545.24,831.35,2.22,142.99,0
27309.03,960.4,3.2,132.35,1
28794.78,841.56,2.31,120.91,0
20826.65,618.69,1.27,132.43,0
19123.81,574.18,1.4,130.83,0
20193.16,593.87,1.73,137.87,0
19464.9,651.57,0.93,131.1,0
20133.49,650.36,3.36,131.55,1
20016.4,577.25,1.13,125.38,0
19714.13,609.98,1.48,128.89,0
19570.89,973.61,1.37,129.46,1
27813.47,767.45,2.45,137.09,0
27825.15,800.77,2.57,134.26,0
19709.99,565.31,1.46,132.09,0
29570.21,795.51,2.81,128.81,0
19232.94,638.33,1.3,126.26,0
28141.22,778.27,2.32,140.87,0
19818.57,944.18,1.13,131.17,1
20086.6,545.23,4.14,138.86,1
26832.11,915.36,3.18,131.58,1
26750.43,985.92,3.26,138.88,1
20948.88,571.56,0.95,133.82,0
27560.84,956.87,3.4,141.34,1
28344.22,810.19,2.96,133.69,0
19317.66,988.43,1.12,132.17,1
28166.17,819.78,2.59,137.87,0
19860.52,591.61,1.44,131.7,0
20520.22,541.35,1.09,131.07,0
28641.87,801.41,1.96,126.5,0
19435.83,1028.17,0.73,140.59,1
19771.16,1022.14,0.87,131.62,1
20199.61,619.42,1.06,137.87,0
19454.52,587.68,0.87,128.93,0
27584.01,817.84,2.46,143.55,0
28367.84,782.89,2.63,135.57,0
20598.59,966.87,1.5,126.09,1
19084.16,568.46,1.65,139.29,0
26839.61,909.14,3.29,139.95,1
20101.16,648.96,0.98,139.09,0
27819.63,892.32,3.67,139.11,1
20443.75,622.83,1.22,131.94,0
20126.58,624.61,1.19,132.27,0
28025.54,774.4,2.3,157.4,0
20079.93,569.17,1.58,125.67,0
20097.51,577.25,0.86,133.11,0
20337.75,617.33,4.15,140.56,1
20695.13,653.62,1.13,118.49,0
27043.7,949.52,4.28,133.35,1
20430.24,582.51,1.15,131.41,0
20381.83,1002.02,1.07,129.38,1
27445.93,916.6,3.3,144.97,1
21134.5,995.65,0.82,134.82,1
21642.06,623.5,3.92,139.35,1
19912.35,611.98,1.31,132.52,0
20037.25,630.77,1.99,132.99,0
20702.82,996.02,0.57,126.63,1
27768.03,967.93,3.29,140.59,1
19766.62,555.51,0.95,124.33,0
26966.28,985.81,3.4,144.51,1
19793.89,627.4,1.36,132.14,0
19925.03,557.01,1.04,132.47,0
28156.56,820.03,1.96,129.39,0
27804.85,832.92,2.47,132.4,0
19346.45,995.58,1.37,129.01,1
19880.94,601.38,0.93,135.86,0
19241.06,589.29,1.47,132.88,0
19773.18,651.79,0.93,133.86,0
27330.17,972.43,3.38,141.55,1
20723.9,628.16,1.15,130.41,0
20523.66,635.09,1.13,129.78,0
27346.91,985.0,3.77,138.98,1
20525.97,570.06,1.08,131.25,0
20660.21,573.77,1.39,128.6,0
21067.66,589.9,3.91,133.27,1
19749.92,615.96,3.69,147.23,1
20301.87,618.84,3.5,142.75,1
26582.06,917.12,4.33,138.74,1
28009.6,754.48,2.7,135.91,0
26253.95,988.86,3.45,145.98,1
26501.39,918.23,3.83,138.08,1
26965.86,942.1,3.41,142.65,1
20212.74,635.92,0.79,126.45,0
19093.64,569.02,4.73,138.05,1
27112.63,968.2,3.92,138.45,1
28102.16,764.39,2.35,135.91,0
28062.96,815.2,2.38,141.5,0
19845.98,623.39,1.59,136.98,0
19543.66,591.64,3.88,133.76,1
20466.91,1005.1,1.89,124.92,1
26967.83,936.34,3.8,140.94,1
27518.59,922.69,3.43,141.47,1
19652.64,587.72,1.04,130.76,0
27152.83,928.06,3.23,136.81,1
26800.78,936.6,3.68,132.2,1
27705.68,973.56,3.4,149.93,1
20756.72,618.92,0.89,139.27,0
19804.12,572.33,1.68,128.39,0
26812.3,948.54,3.57,121.56,1
19807.49,611.49,1.24,119.35,0
27225.87,823.28,2.68,137.93,0
28247.76,775.01,2.38,144.45,0
19298.19,628.48,4.13,129.13,1
28252.05,804.61,2.6,140.94,0
19580.2,969.72,1.03,134.08,1
20429.23,592.96,1.21,122.76,0
28131.94,756.36,2.53,127.87,0
27528.15,784.85,2.45,137.01,0
27610.63,784.71,1.65,128.02,0
27797.21,776.03,2.85,129.74,0
27815.83,785.59,2.02,137.62,0
20514.38,615.05,1.27,130.39,0
19680.52,560.31,1.69,135.05,0
19539.27,583.04,1.27,127.65,0
19365.93,594.95,1.22,121.27,0
20159.98,557.79,1.07,130.55,0
27545.18,841.73,2.16,131.73,0
27559.84,958.49,3.4,139.79,1
27201.13,989.63,3.53,135.47,1
27618.71,831.31,2.0,131.19,0
19804.06,569.47,0.89,128.13,0
20030.12,673.9,1.14,131.51,0
19296.84,597.51,0.75,133.8,0
26789.32,968.64,3.78,138.47,1
20624.75,560.02,1.1,126.14,0
28360.96,975.33,3.83,142.46,1
28283.03,785.5,2.25,135.7,0
19756.2,587.02,1.32,127.9,0
19470.78,525.06,1.26,133.04,0
20113.52,590.28,1.38,133.4,0
20421.26,622.65,0.62,129.98,0
28035.43,857.92,2.72,131.78,0
26829.45,980.66,3.72,146.89,1
20113.27,638.94,4.38,134.71,1
28048.71,792.21,2.25,129.58,0
19818.41,983.51,1.16,126.11,1
26632.66,978.68,3.86,134.18,1
19316.57,617.78,0.39,126.85,0
19152.87,630.2,1.03,128.21,0
20536.82,569.2,1.24,126.5,0
20095.32,628.24,0.89,131.99,0
27814.74,793.07,2.74,134.26,0
27047.26,1004.18,4.3,140.49,1
26592.44,793.91,2.54,121.91,0
19441.74,637.07,1.15,127.26,0
27707.75,788.83,2.4,133.87,0
19788.12,586.4,0.66,128.35,0
27893.66,791.37,2.43,137.64,0
20301.55,574.48,1.95,131.32,0
20534.27,987.34,1.41,124.62,1
19751.9,601.41,3.83,135.74,1
20240.37,644.9,1.05,127.51,0
27192.48,973.96,3.84,147.85,1
19880.53,572.77,1.03,133.78,0
27794.41,799.2,2.3,140.2,0
20576.32,563.48,1.34,124.15,0
19694.24,557.8,0.92,123.24,0
19968.35,987.64,1.56,130.07,1
19847.77,639.21,3.83,143.81,1
20204.24,574.16,3.89,127.37,1
19852.77,643.58,1.66,129.59,0
26472.65,947.98,3.48,143.85,1
27106.41,949.69,3.45,146.69,1
20596.37,562.26,1.42,132.95,0
19794.37,994.37,0.63,129.69,1
27767.38,783.16,2.38,127.49,0
25892.09,944.14,3.75,134.66,1
28189.81,774.91,2.45,139.74,0
20225.25,592.15,1.37,120.48,0
19681.13,584.07,1.01,127.22,0
19947.78,594.94,1.22,135.81,0
20935.48,611.69,0.94,132.67,0
27344.1,936.69,3.24,136.78,1
19620.51,570.64,1.12,136.17,0
20035.63,561.19,0.99,125.41,0
20790.27,569.55,0.96,123.71,0
20163.46,596.96,3.97,139.05,1
26098.12,959.94,3.61,136.6,1
27998.54,776.07,3.29,134.16,0
20020.15,1016.85,1.38,129.22,1
28324.79,789.72,2.82,130.01,0
19935.73,580.45,0.54,138.0,0
27618.59,942.37,3.36,142.38,1
20844.59,650.1,1.57,129.01,0
26364.23,915.41,3.79,141.99,1
27725.8,807.99,2.35,133.78,0
28719.1,810.03,2.68,138.69,0
27434.4,950.69,3.21,136.94,1
19309.7,586.92,1.12,129.65,0
20272.23,957.17,1.16,128.32,1
27205.78,921.76,3.84,144.03,1
20229.82,627.41,4.04,138.38,1
26843.07,800.62,2.59,132.44,0
19424.42,514.83,0.96,134.78,0
27503.67,783.54,2.58,137.28,0
26070.85,934.77,2.86,140.16,1
26862.05,913.27,3.67,136.76,1
19341.43,623.28,0.9,126.24,0
27041.22,938.92,3.03,135.91,1
19783.06,651.66,0.97,126.98,0
28797.38,769.53,2.43,135.48,0
20140.5,536.02,1.5,129.21,0
19818.44,539.78,1.08,128.47,0
19403.51,978.22,1.09,121.12,1
19932.85,624.32,1.44,121.26,0
26892.87,824.53,2.75,139.22,0
28016.78,832.68,2.47,135.08,0
28179.74,812.46,1.79,133.8,0
26684.98,927.98,3.07,137.67,1
20004.03,599.77,3.66,127.74,1
27570.76,784.54,2.37,130.77,0
26686.45,948.77,3.46,145.03,1
19539.76,625.5,4.06,134.77,1
28591.45,753.67,2.66,134.94,0
26510.85,1003.95,3.67,135.32,1
27845.38,792.76,2.25,135.11,0
28358.92,840.53,2.77,134.2,0
27368.48,785.45,2.4,142.77,0
28453.17,806.32,2.26,137.28,0
27075.07,971.37,3.81,141.94,1
27436.08,959.72,3.75,139.18,1
28671.48,793.08,2.64,133.42,0
20415.17,574.32,1.22,127.61,0
26948.95,951.13,3.62,136.06,1
19963.59,625.14,3.97,130.27,1
28016.98,789.16,2.73,142.16,0
26672.62,934.68,3.52,141.6,1
19549.66,571.07,1.52,134.71,0
20738.27,641.4,1.01,131.98,0
19479.9,658.36,0.65,127.01,0
27573.04,834.15,2.59,132.18,0
19796.92,571.59,4.14,129.09,1
20293.93,618.59,0.63,130.46,0
19664.35,992.68,1.12,130.62,1
19696.65,606.34,1.56,127.54,0
20619.14,600.64,1.29,138.51,0
26538.82,925.42,3.14,142.21,1
26973.61,778.25,2.33,134.12,0
26994.24,980.92,3.83,135.97,1
27304.62,940.04,3.6,142.4,1
20204.88,574.17,1.62,133.49,0
26966.36,917.76,3.27,144.27,1
19893.11,569.9,3.89,128.5,1
20109.48,574.75,0.47,133.42,0
18880.88,536.38,1.02,132.29,0
20642.05,527.21,0.48,127.52,0
20725.96,571.57,4.38,134.55,1
19453.84,590.51,1.56,130.71,0
27757.71,984.39,3.17,134.16,1
19674.6,577.26,3.93,135.84,1
19763.08,599.57,1.36,130.03,0
27629.37,846.15,2.29,129.04,0
19772.33,979.38,1.85,135.27,1
20779.17,619.87,3.79,134.57,1
27786.08,860.09,2.37,130.96,0
27688.94,846.07,2.89,138.07,0
28991.69,806.95,2.7,127.36,0
27316.61,938.37,2.92,139.25,1
27557.03,823.29,2.2,133.16,0
27631.37,868.33,3.05,137.34,0
19303.09,995.52,1.22,115.95,1
20387.58,616.59,1.27,128.76,0
20339.47,595.89,1.04,128.3,0
20250.46,570.67,1.23,133.76,0
19464.67,974.17,1.2,129.03,1
19757.91,571.01,1.15,132.46,0
19836.05,604.66,1.45,125.66,0
20020.26,622.84,3.96,133.25,1
25081.67,987.1,3.34,135.99,1
28550.61,774.75,2.69,131.68,0
19588.89,607.31,1.27,127.47,0
20265.51,604.47,1.55,141.72,0
19897.65,978.41,0.96,126.15,1
20270.45,626.29,1.0,129.69,0
29027.05,813.78,2.28,137.09,0
20108.39,567.08,1.02,125.81,0
25389.49,961.87,3.51,131.6,1
19993.25,568.27,1.45,123.9,0
20420.32,580.42,1.07,120.55,0
19774.99,637.71,1.04,131.79,0
20611.54,592.23,1.31,127.15,0
19439.38,627.88,1.16,127.38,0
28083.5,822.0,2.91,136.57,0
20005.01,969.34,1.11,132.01,1
19674.68,585.39,1.02,125.68,0
19456.05,969.47,0.99,128.7,1
28163.3,784.6,2.74,128.01,0
19191.64,593.12,1.13,133.13,0
26656.73,984.9,3.82,133.57,1
27776.77,797.55,2.38,130.92,0
20716.94,579.13,4.16,141.78,1
26613.73,948.26,3.05,143.15,1
19589.16,1038.71,1.04,124.36,1
27558.34,956.96,3.65,138.29,1
20011.25,1012.91,1.08,120.59,1
20924.33,950.77,1.28,137.83,1
27967.8,700.11,2.57,133.5,0
27733.22,907.72,3.04,141.35,1
27753.78,813.8,3.09,134.63,0
19899.82,606.96,1.54,126.11,0
19599.98,598.09,1.57,127.71,0
19493.58,609.43,0.93,122.94,0
26848.56,990.38,3.44,147.36,1
28275.28,776.98,2.16,132.52,0
20201.87,599.27,0.93,131.62,0
28141.0,811.29,2.58,134.74,0
20299.09,570.73,4.23,132.37,1
28672.94,818.55,2.74,137.94,0
27386.42,973.49,3.6,142.82,1
20328.45,968.33,1.22,130.62,1
27190.41,990.28,3.58,136.76,1
19016.34,599.36,1.29,131.25,0
20599.11,981.43,1.59,126.43,1
27291.92,936.94,3.08,141.38,1
19679.46,619.77,1.51,133.0,0
27623.41,791.14,2.56,133.01,0
28052.07,827.49,2.62,120.32,0
19882.04,587.79,1.04,131.47,0
26999.19,944.68,3.57,138.04,1
28583.6,785.28,2.67,133.26,0
26742.96,976.93,3.88,145.94,1
27709.82,858.42,2.58,139.27,0
27977.14,786.84,2.58,142.9,0
19806.25,1011.38,0.99,122.95,1
20618.83,611.39,0.91,128.45,0
20339.27,933.75,1.36,127.28,1
20148.73,604.18,1.11,129.47,0
20128.88,562.75,1.3,129.22,0
29078.61,801.1,3.04,129.15,0
21046.6,554.64,1.55,134.87,0
20594.4,970.05,0.94,124.07,1
20051.72,661.26,1.28,129.89,0
28313.85,791.27,2.3,132.08,0
19685.67,591.67,0.89,128.98,0
19912.78,967.58,0.8,136.54,1
18913.67,625.42,1.04,129.55,0
20016.0,577.4,1.34,126.61,0
20389.67,598.83,1.07,119.87,0
20588.59,604.1,0.51,128.19,0
19823.7,621.03,4.32,139.07,1
19762.1,575.22,0.99,123.25,0
20109.88,556.99,4.58,134.49,1
20252.29,618.8,0.83,122.49,0
20552.76,635.61,1.39,124.28,0
20192.53,518.77,4.08,127.75,1
20567.32,969.84,1.14,135.61,1
20343.41,978.05,0.45,133.3,1
19679.44,684.73,0.8,130.1,0
19757.87,598.62,1.2,133.42,0
20857.95,597.07,1.3,134.76,0
20144.67,984.89,1.39,124.87,1
20459.63,622.38,3.94,129.21,1
20350.63,621.69,3.95,136.59,1
19524.41,589.75,0.9,130.24,0
26497.83,953.8,3.39,140.88,1
18919.42,636.92,4.37,132.83,1
19655.36,969.45,1.04,127.03,1
19165.3,616.3,1.0,132.85,0
28152.97,908.02,3.74,148.32,1
26536.31,988.65,3.31,145.64,1
26639.89,916.23,3.49,132.63,1
20480.55,549.81,3.83,130.72,1
27320.97,941.89,3.57,135.88,1
25745.52,926.94,3.36,142.91,1
19520.32,954.54,1.04,129.09,1
20586.48,584.29,4.59,136.57,1
19134.4,644.85,1.21,132.22,0
27547.8,775.53,2.69,126.46,0
20514.72,589.89,0.95,134.63,0
20316.23,585.77,0.97,138.05,0
19750.38,933.8,1.06,132.03,1
27078.82,955.85,3.49,142.55,1
28155.69,814.09,2.63,134.11,0
26857.61,920.08,3.36,134.51,1
20658.17,512.74,3.63,130.42,1
20696.73,621.32,1.33,131.9,0
28115.84,802.17,2.12,128.41,0
27876.6,939.05,3.25,143.44,1
19634.52,622.74,1.41,139.24,0
20246.49,598.27,1.52,131.05,0
27378.32,768.4,2.4,134.68,0
28543.43,748.51,2.34,130.44,0
28305.22,790.12,3.05,135.96,0
20626.14,604.84,1.39,130.41,0
19569.74,597.83,3.95,132.24,1
20145.48,584.79,1.05,124.01,0
19401.02,626.61,1.29,129.26,0
27762.26,936.65,3.98,144.46,1
20097.19,589.41,1.3,128.52,0
27520.07,793.25,2.44,128.82,0
20104.77,567.25,1.27,135.18,0
19314.05,551.59,1.64,128.95,0
19616.94,566.16,1.29,123.63,0
27207.84,842.73,2.55,133.02,0
27276.3,783.74,3.04,130.3,0
20475.72,589.0,0.69,125.38,0
19632.24,637.08,1.53,133.05,0
27302.72,803.02,2.68,136.45,0
20610.52,617.46,1.13,125.2,0
27583.13,790.25,2.41,133.23,0
19386.49,969.6,1.26,142.01,1
27156.86,905.46,3.68,146.73,1
19916.44,604.4,1.56,125.92,0
19613.27,656.96,1.23,124.82,0
18910.11,598.29,3.5,128.96,1
20799.27,624.06,1.46,122.92,0
20882.73,612.15,0.82,134.59,0
19825.67,589.52,1.1,140.38,0
19507.14,615.12,1.04,126.04,0
20286.56,546.42,1.09,131.51,0
20440.57,600.04,1.32,125.21,0
20163.46,593.43,1.45,118.94,0
26903.33,976.9,3.63,134.36,1
19555.38,628.66,1.46,137.36,0
20590.32,581.18,1.21,130.26,0
26497.96,978.33,3.55,134.88,1
20345.46,586.66,1.24,129.77,0
21007.64,638.72,1.08,124.49,0
20072.92,617.56,1.35,134.1,0
20169.28,571.86,1.26,124.87,0
19421.44,560.01,0.73,133.31,0
28438.11,829.71,2.63,126.0,0
26742.01,962.51,3.7,141.16,1
20804.39,624.85,1.53,127.69,0
20037.98,622.28,1.34,123.81,0
27354.71,945.78,3.31,143.0,1
28131.91,807.23,2.44,139.16,0
19661.54,618.35,1.51,134.66,0
20378.53,620.7,3.94,138.42,1
19746.96,956.01,1.13,135.38,1
20299.54,995.27,0.91,123.09,1
19906.71,1055.14,1.63,121.64,1
28065.06,754.88,2.33,137.59,0
20833.61,645.7,1.42,138.91,0
19593.73,663.16,1.21,123.12,0
19202.79,582.02,1.2,130.23,0
20303.95,605.6,1.07,130.97,0
21213.36,612.99,0.79,127.18,0
19436.25,633.84,1.25,128.32,0
27557.49,803.15,2.05,129.96,0
19956.22,593.01,3.87,134.58,1
19292.31,587.38,1.1,125.99,0
20186.05,611.67,1.18,136.12,0
27489.63,942.51,3.56,133.27,1
20740.98,591.5,1.03,127.64,0
27140.6,1004.98,3.04,139.39,1
19451.32,555.69,0.98,135.96,0
21162.35,584.13,1.49,129.47,0
20207.43,613.9,1.21,132.79,0
28227.17,769.43,2.61,133.86,0
20331.08,945.04,1.56,136.51,1
20252.78,613.09,0.84,133.39,0
19696.32,597.68,1.33,132.09,0
19462.17,1000.1,1.06,135.23,1
19912.22,620.06,1.23,136.48,0
28650.09,730.85,2.87,132.28,0
19664.94,635.15,0.85,132.44,0
27687.8,937.88,4.11,149.96,1
28303.07,755.73,2.39,144.74,0
20298.04,571.5,3.63,136.98,1
20591.45,615.21,4.33,121.0,1
19973.8,651.12,1.57,129.69,0
19128.96,976.34,1.12,127.51,1
20696.02,603.33,1.6,123.21,0
19959.4,1015.06,1.3,132.5,1
19935.73,543.54,1.04,130.46,0
20050.71,577.39,4.25,132.31,1
20781.13,688.36,4.08,131.68,1
20344.13,1006.43,0.99,125.77,1
28262.12,865.11,2.64,140.75,0
19835.26,650.25,1.12,118.99,0
27437.74,802.43,2.25,135.76,0
19319.99,593.61,3.71,134.74,1
21318.94,609.06,1.08,118.97,0
28278.47,775.61,2.27,136.12,0
27746.5,945.2,3.69,147.28,1
26845.25,955.76,3.58,141.6,1
27220.18,934.37,3.18,144.23,1
20032.89,971.98,1.43,129.7,1
20688.25,609.39,1.41,137.33,0
20022.79,580.45,1.84,133.17,0
25810.78,955.78,3.61,139.8,1
19903.6,949.81,0.94,134.83,1
27481.34,776.46,2.86,136.22,0
20309.58,661.72,1.21,126.36,0
19924.84,590.2,0.89,124.14,0
28122.64,766.34,2.41,135.81,0
27163.5,924.95,4.0,150.39,1
18959.04,650.89,1.26,129.52,0
19911.93,943.98,0.69,127.0,1
28715.79,778.32,2.56,138.21,0
27457.04,920.39,3.98,135.18,1
20492.3,623.72,4.24,137.3,1
19946.48,568.94,1.03,124.01,0
27258.2,912.65,3.39,136.97,1
21254.15,654.21,4.45,133.35,1
19815.6,628.38,4.06,124.83,1
20560.93,594.4,1.42,131.76,0
20841.96,586.23,1.52,129.81,0
20111.64,564.05,1.53,131.05,0
20276.81,612.61,4.18,141.3,1
19172.56,571.2,1.16,130.47,0
26945.93,983.36,3.71,147.01,1
20475.21,582.69,0.93,132.46,0
26673.74,931.66,3.34,146.77,1
27539.06,947.41,3.46,132.32,1
19943.09,1002.99,1.25,126.29,1
27524.2,947.57,4.02,144.3,1
19767.8,613.86,1.44,128.74,0
27707.6,1005.25,3.46,141.74,1
20626.27,576.63,1.28,132.09,0
20141.88,570.36,0.95,136.25,0
19503.57,583.52,3.93,129.35,1
27920.4,830.39,2.45,146.72,0
27528.36,979.0,3.72,149.1,1
28236.52,803.04,2.71,122.91,0
28048.19,816.43,2.16,141.32,0
27474.23,770.67,2.48,131.14,0
19943.21,556.58,4.58,130.29,1
20251.12,551.33,3.97,135.66,1
28200.57,855.65,2.81,137.67,0
20253.81,633.01,3.57,130.13,1
20255.4,630.92,1.0,134.27,0
20486.03,599.6,1.02,122.21,0
19640.8,626.85,1.11,136.24,0
19788.2,559.03,0.91,133.52,0
19768.73,1001.63,0.82,135.78,1
28556.03,850.14,2.81,134.92,0
20437.37,590.76,3.46,134.76,1
20289.67,642.36,1.01,130.49,0
20121.44,537.54,1.37,127.26,0
20466.1,592.9,1.54,124.47,0
28271.83,848.06,2.26,130.65,0
27017.17,939.13,3.78,143.37,1
18735.22,591.1,1.27,124.24,0
19981.71,619.79,1.53,126.26,0
27912.64,762.61,2.25,130.67,0
19867.74,539.88,1.39,123.8,0
26005.03,959.97,3.39,141.58,1
20054.79,587.51,1.2,137.66,0
26599.83,935.03,4.02,152.02,1
27887.88,793.67,3.17,139.05,0
19505.19,628.22,0.91,128.88,0
19952.44,947.64,1.25,134.83,1
20649.17,567.38,3.58,134.97,1
19908.01,615.17,3.7,131.15,1
19649.38,1019.28,0.73,131.97,1
27147.97,954.06,3.37,131.71,1
20245.71,617.09,1.26,129.51,0
26533.44,970.2,3.43,130.37,1
20453.39,612.18,3.98,131.01,1
26746.91,944.61,3.77,136.17,1
27700.18,812.92,2.6,139.5,0
19789.91,591.55,0.8,125.41,0
